kappa,theta,xi,rho,V0,strike,time_to_maturity,target_iv,moneyness
3.235812893129687,0.020893368633531938,0.6333004204869322,-0.2664938128096004,0.0197873487112434,5464.3470536709165,2.7095622984181866,0.32534248365458074,0.7938972377604505
4.496742137541161,0.03194476503524298,0.47450837609922797,-0.4804561630542018,0.02213038677328148,8276.803141920027,2.013549142060121,0.264072562449083,1.2025098492679038
1.229485316338086,0.03133575662400984,0.529471517191216,-0.5190691361193571,0.020358794461033478,10222.197266705321,0.3748365975600332,0.2136084197945327,1.4851498439192146
1.0702923688541932,0.03168714646583712,0.5919545707680642,-0.1671992522225847,0.023242759129582524,5176.74504659297,5.2748463670960275,0.39062161812189866,0.752112476150158
4.26351918507243,0.02086921648951265,0.7076386354922215,-0.9183906937033757,0.025868840364063544,5183.106708736017,0.3793616072737277,0.5383807157736121,0.7530367413831903
4.689147180767338,0.024131331526849386,0.23873685605803985,-0.6045990656040701,0.02994679801753314,6119.1756117697405,0.08878898913785085,0.2681653863285017,0.8890351523868781
1.8862151797445559,0.028893640424397942,0.7570110801490064,-0.20558246221946863,0.02563636460309389,9743.753100075626,0.22128062229166948,0.2841737675075885,1.4156382447145586
0.410015894784309,0.031229989292380897,0.4827596712491333,-0.6633804984091379,0.02111318538749196,7904.989982016524,3.954324902607467,0.08626429387084521,1.1484903227423924
2.466205869959715,0.021498227178738363,0.19265980713065878,-0.5516094076507156,0.027374377822043487,8176.915129826858,0.22560586324011683,0.2072637900583866,1.1879974443808687
0.9342160459781048,0.0317384080816672,0.358731381376663,-0.5988458573534039,0.03408754293547899,5528.594227682385,0.5209942455294578,0.33644080524204756,0.8032315010275237
1.0089029015759543,0.025575120376289347,0.3683978479968382,-0.8768205210836701,0.019944294539992215,7182.97474376371,2.181877034551727,0.41781618044966096,1.0435910735475986
2.9843701437538024,0.023193226668598528,0.22031714811891634,-0.7574528090152062,0.026956184167495432,6327.199841308172,0.22678599367577926,0.2910921210377302,0.9192583171302047
1.6657662375761018,0.01929871715960216,0.0708747159660628,-0.17313327825129787,0.02778197841701158,5564.670354065204,3.28077513214616,0.24340467140071934,0.8084728842711404
3.2584536090176406,0.03090054843716666,0.7393936822199029,-0.5042401075219214,0.022977893727804486,4686.30624306503,1.6117903426107978,0.3001644799794145,0.6808582151035791
0.1579884621836403,0.02533104666420643,0.491313300617686,-0.11777645485183752,0.028890501945139563,6399.7853455226295,0.9839159650386315,0.2672266670502271,0.929804029313437
